"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Internal Task","32478","long term fix for VA / VA upload primary key problem","","Medium","Dave Speer","","Undecided","02/19/15 04:19 PM","002:FLM","","Dave Speer","","","0","Dave Speer","24","24","01/12/17 06:47 PM","",""
"Internal Defect","37747","FL-Max: Application is Extremely Slow","0","Ground Level","V-MAX-Engineers","","Undecided","09/23/16 07:58 PM","002:FLM","","Tim Muir","","","0","","0","0","10/11/16 04:10 PM","10/11/16 04:10 PM",""
"Internal Task","38205","Do not show internal errors in production","0","Medium","Monisha Lakshamana","","Undecided","12/08/16 05:14 PM","002:FLM","","J. Travis Huber","","","0","Troy Hemstreet","3","3","01/13/17 03:46 PM","",""
"Bug","38328","SF:201172, Len Stoler Porsche - Missing from MAX Digital Showroom - Null Error in Max Merchandising","0","Medium","V-MAX-Engineers","","Undecided","12/28/16 03:37 PM","002:FLM","","Dan Webster","201172","","1","Bill Rogalla","0","0","01/04/17 05:08 PM","",""
"Bug","38379","SF:203234, Orr Nissan of Searcy - New Car Market Listings Discrepancey","0","Medium","V-MAX-PRODUCT","","Undecided","01/09/17 08:15 PM","002:FLM","","Michael Morales","203234","","0","","0","0","01/13/17 05:25 PM","",""
"Project","38395","IOS - Mobile Release","0","Medium","Bill Rogalla","","Undecided","01/11/17 05:04 PM","002:FLM","","Joseph Laochaloenvanich","","","0","","0","0","01/11/17 05:14 PM","01/11/17 05:14 PM",""
"Task","38086","Upgrade EMR cluster version","0","Medium","V-MAX-DATA-Engineers","","Undecided","11/15/16 01:46 PM","002:FLM","","Dave Speer","","","0","Dave Speer","80","80","01/03/17 05:34 PM","",""
"Bug","38348","SF:199665, Max For Web Issue - Opening in Web 1.0 Instead of 2.0 - Scrolling Page","0","Medium","App Support","","Undecided","01/03/17 03:10 AM","002:FLM","","Dan Webster","199665","","0","Bill Rogalla","0","0","01/04/17 05:13 PM","",""
"Bug","33411","Profit Max: MAX Pricing Tool page calling from Max application","","Medium","V-MAX-PRODUCT","ProfitMAX_Integration","Undecided","05/27/15 12:59 PM","002:FLM","","Lokesh Shastri","","","0","","0","0","06/15/15 10:43 PM","06/17/15 03:59 PM",""
"Bug","34733","MB Autoload: Not seeing the files in S3 bucket","0","Medium","V-MAX-PRODUCT","","Undecided","11/13/15 08:31 PM","002:FLM","","Christopher Norton","","","0","","0","0","11/17/15 09:17 PM","",""
"Bug","35051","SF:144527, Autoloaded Removal Code Does not remove Bluetooth Chrome Option","0","Low","Bill Rogalla","","Undecided","12/15/15 07:42 PM","002:FLM","","Bill Rogalla","144527","","0","","0","0","02/10/16 12:30 AM","03/15/16 04:16 PM",""
"Bug","36173","SF:159453, Profit MAX Issue--Market Listings Incorrect","0","Medium","V-MAX-PRODUCT","","Undecided","03/30/16 03:50 AM","002:FLM","","Dan Webster","159453","","0","Bill Rogalla","0","0","04/07/16 06:38 PM","",""
"Task","36283","FL-Only: Packages Are Not Ordered By Frequency (Count)","0","Low","Bill Rogalla","","Undecided","04/11/16 08:04 PM","002:FLM","","Tim Muir","","","0","","0","0","04/14/16 04:03 PM","",""
"Feature","36338","SF:162421, Market Listing Request - Include Targa Body Type","0","Medium","V-MAX-PRODUCT","custombodystyles","Undecided","04/15/16 10:17 PM","002:FLM","","Dan Webster","162421","","1","","0","0","04/17/16 06:55 PM","",""
"Bug","36511","SF:164678, ProfitMAX Market Listings - Diesel Unit showing Gas Unit in Market Listings","0","Medium","V-MAX-PRODUCT","","Undecided","05/04/16 04:21 AM","002:FLM","","Dan Webster","164678","","0","Michaela Baker","0","0","12/10/16 08:11 PM","",""
"Bug","36542","Unable to save values in Dealer – Matrix – Edit Settings of Fl Admin. ","0","Ground Level","V-MAX-PRODUCT","","Undecided","05/06/16 03:12 PM","002:FLM","","Shailesh Panchal","","","0","","0","0","05/12/16 02:20 PM","",""
"Bug","36760","SF:167640, North Park Volkswagen - Appraiser Showing twice on Apps Closed Report","0","Medium","Bill Rogalla","","Undecided","05/26/16 02:57 PM","002:FLM","","Help Desk Support","167640","","0","","0","0","05/26/16 03:00 PM","05/31/16 09:45 PM",""
"Bug","36787","SF:167964, Profit MAX Appraisal - Filter CHEVROLET IMPALA's by Body Style","0","Medium","V-MAX-PRODUCT","","Undecided","06/01/16 06:56 PM","002:FLM","","Dan Webster","167964","","0","Michelle C Clay","0","0","07/06/16 07:26 PM","",""
"Bug","36847","What should happen when Pricing Proof Points are not set?","0","Low","Kara Korte","","Undecided","06/08/16 08:41 PM","002:FLM","","Christopher Norton","","","0","","0","0","06/09/16 08:24 PM","",""
"Bug","36850","Market Data 2.0 - SF:169540, Windy City Sales Demo - Market Listings Not Showing","0","Medium","V-MAX-PRODUCT","","Undecided","06/08/16 09:51 PM","002:FLM","","Dan Webster","169540","","0","Michaela Baker","0","0","11/29/16 04:40 PM","",""
"Bug","36909","Market Data 2.0 - SF:171057, Market Listings - Units Not Showing in Their Own Listings","0","Medium","V-MAX-PRODUCT","","Undecided","06/16/16 07:13 PM","002:FLM","","Dan Webster","171057","","0","Michaela Baker","0","0","11/29/16 04:39 PM","",""
"Bug","36944","Market Data 2.0 - SF:171437, Audi South Austin - Unit Missing in it own  Market Listings","0","Medium","V-MAX-PRODUCT","","Undecided","06/21/16 06:29 PM","002:FLM","","Dan Webster","171437","","0","Michaela Baker","0","0","11/29/16 04:38 PM","",""
"Bug","37013","Market Data 2.0 - SF:171975, Nissan/Inf of San Fran- Market Listings Missing Competitors","0","Medium","V-MAX-PRODUCT","","Undecided","06/27/16 08:21 PM","002:FLM","","Dan Webster","171975","","0","Michaela Baker","0","0","11/29/16 04:37 PM","",""
"Bug","37155","SF:174712, Ford Pacakge Name Displayed Incorrectly ","0","Low","Bill Rogalla","","Undecided","07/13/16 07:06 PM","002:FLM","","Dan Webster","174712","","0","","0","0","07/19/16 05:01 PM","08/03/16 09:40 PM",""
"Bug","37159","SF:174881, MAX and FirstLook Trim Discrepancy - Trims Displaying as Unknown in FL","0","Medium","V-MAX-Architect","java","Undecided","07/13/16 08:49 PM","002:FLM","","Dan Webster","174881","","0","","0","0","07/20/16 03:57 PM","07/25/16 09:14 PM",""
"Bug","37328","SF:177289, Herb Chambers Honda - Low Online Activity Report Not Showing Market Average","0","Medium","V-MAX-Triage","","Undecided","07/29/16 02:44 PM","002:FLM","","Dan Webster","177289","","0","","24","24","08/05/16 02:13 PM","",""
"Bug","37525","SF:180692, AutoLoad Issue-- Packages Not Showing in MAX","0","Medium","V-MAX-PRODUCT","","Undecided","08/19/16 03:10 PM","002:FLM","","Dan Webster","180692","","0","","0","0","09/13/16 08:51 PM","09/14/16 03:17 PM",""
"Bug","37557","Chrome Incentives:  List Price is not reverting after Manual Reprice or Invoice Campaign is created","0","Medium","Bill Rogalla","","Undecided","08/24/16 04:13 PM","002:FLM","","Christopher Norton","","","0","","0","0","08/29/16 07:57 PM","",""
"Bug","37569","SF:181673, Dealer Has to Keep Updating Int. and Ext. Colors in eStock Card - Reverting to Unknown","0","High","Bill Rogalla","","Undecided","08/25/16 04:00 PM","002:FLM","","Dan Webster","181673","","0","","0","0","09/15/16 08:15 PM","09/15/16 08:15 PM",""
"Bug","37626","SF:184083, Market Listings Accuracy - Missing Dealer Units in Listings","0","Medium","V-MAX-PRODUCT","","Undecided","09/07/16 08:10 PM","002:FLM","","Dan Webster","184083","","0","Michaela Baker","0","0","11/29/16 04:44 PM","",""
"Bug","37670","Market Data 2.0 - SF:185338, Market Listings - Expand Description Not Working in Listings","0","Medium","V-MAX-PRODUCT","","Undecided","09/14/16 09:14 PM","002:FLM","","Dan Webster","185338","","0","Michaela Baker","0","0","11/29/16 04:41 PM","",""
"Bug","37756","SF:184126, MAX Mobile App Issue-- Photos Grainy / Pixelated When Uploading to MAX AD ","0","Medium","V-MAX-PRODUCT","","Undecided","09/26/16 08:01 PM","002:FLM","","Dan Webster","184126","","0","","0","0","09/29/16 09:58 PM","",""
"Bug","37780","Market Data 2.0 - SF:187632, Profit Max Issue - Comments Not showing for Market Listings for Competitor Listings","0","Medium","V-MAX-PRODUCT","","Undecided","09/29/16 03:31 PM","002:FLM","","Dan Webster","187632","","0","Michaela Baker","0","0","11/29/16 04:41 PM","",""
"Bug","37853","SF:185572, Huffines CDJR - Dealer.com Trim Display - Data Normalization","0","Medium","V-MAX-PRODUCT","","Undecided","10/06/16 09:51 PM","002:FLM","","Dan Webster","185572","","0","","0","0","10/07/16 02:42 PM","",""
"Bug","38054","SF:144122, Auto Revo Feed: Transmission Issue - Need to Normalize","0","Medium","V-MAX-PRODUCT","","Undecided","11/10/16 07:48 PM","002:FLM","","Dan Webster","144122","","0","","0","0","12/06/16 07:27 PM","",""
"Bug","39004","SF:221750, Audi Autoload Issues","0","Medium","App Support","","Undecided","04/19/17 03:14 PM","002:FLM","","Michael Morales","221750","","0","Bill Rogalla","0","0","04/20/17 06:09 PM","04/26/17 02:14 PM",""
"Bug","38956","SF:219533, Market Listings Issue - Wrong Store for Unit","0","Medium","App Support","","Undecided","04/07/17 08:27 PM","002:FLM","","Michael Morales","219533","","0","Bill Rogalla","0","0","04/12/17 03:33 PM","04/26/17 02:12 PM",""
"Bug","38849","SF:211919, Acura Colors Not Decoding In Max","8","Medium","App Support","","Undecided","03/27/17 02:53 PM","002:FLM","","Michael Morales","211919","","0","Bill Rogalla","0","0","04/24/17 06:26 PM","04/24/17 06:36 PM",""
"Feature","38704","SF:213095, Group DSR Details page layout shows M4W page","3","High","App Support","","Undecided","03/03/17 08:21 PM","002:FLM","","Michael Morales","213095","","0","Tim Muir","4","4","04/07/17 04:25 PM","04/12/17 02:24 PM",""
"Bug","39003","SF:221995, DSR Issue - Unable to Sort by Infiniti","0","Medium","App Support","","Undecided","04/19/17 02:59 PM","002:FLM","","Michael Morales","221995","","0","Bill Rogalla","0","0","04/20/17 03:14 PM","04/20/17 03:20 PM",""
"Bug","38995","SF:221168, MAX Ad Issue Report - Specific Inventory","0","Medium","App Support","","Undecided","04/14/17 01:30 PM","002:FLM","","Michael Morales","221168","","0","Bill Rogalla","0","0","04/18/17 04:54 PM","04/18/17 07:25 PM",""
"Bug","38953","SF:219560, WVGBV7AX7CW561503  - TMV Not Working","0","Medium","App Support","","Undecided","04/07/17 06:36 PM","002:FLM","","Michael Morales","219560","","0","Bill Rogalla","0","0","04/11/17 06:11 PM","04/11/17 06:13 PM",""
"Bug","38962","SF:219808, Data Processing Error - When Attempting To Update Vehicle Info in Appriasal","0","Medium","App Support","","Undecided","04/10/17 01:12 PM","002:FLM","","Michael Morales","219808","","0","Bill Rogalla","0","0","04/11/17 06:02 PM","04/11/17 06:11 PM",""
"Bug","38891","SF:217188, BMW Auto Load Issue - Not Loading Packages and Colors","0","Medium","App Support","","Undecided","03/30/17 05:01 PM","002:FLM","Christopher Norton","Dan Webster","217188","","0","Troy Hemstreet","0","0","04/03/17 09:41 PM","04/07/17 07:52 PM",""
"Internal Defect","38838","Packages have a lot of duplicates with the new logic","0","Medium","Inna Tulika","","Undecided","03/23/17 07:36 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","03/31/17 04:39 PM","04/06/17 05:58 PM",""
"Internal Defect","38875","stackman: clean up duplicate cmdlets solutions","0","High","Dave Speer","","Undecided","03/29/17 04:08 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/06/17 03:01 PM","04/06/17 03:01 PM",""
"Bug","38925","SF:219102, Manual Book Out BB Not Working","0","Medium","App Support","","Undecided","04/04/17 09:28 PM","002:FLM","","Michael Morales","219102","","0","Bill Rogalla","0","0","04/05/17 02:05 PM","04/05/17 02:09 PM",""
"Bug","38860","SF:217627, Packages Not Being Selected in MAX from BMW Autoload","0","Medium","App Support","","Undecided","03/28/17 05:58 PM","002:FLM","","Michael Morales","217627","","0","Bill Rogalla","0","0","03/29/17 04:15 PM","03/29/17 04:40 PM",""
"Bug","38786","SF:215954, Volvo of Charleston M4W website infractions","0","Medium","App Support","","Undecided","03/20/17 04:38 PM","002:FLM","","Michael Morales","215954","","0","Bill Rogalla","0","0","03/24/17 07:06 PM","03/27/17 04:25 PM",""
"Bug","38750","SF:214670, MAX for Website Issue - Opening Same VDP on Every Car","0","Medium","App Support","","Undecided","03/10/17 10:11 PM","002:FLM","","Michael Morales","214670","","0","Bill Rogalla","0","0","03/24/17 07:41 PM","03/27/17 04:24 PM",""
"Bug","38576","SF:210015, Firstlook Mobile Issue- Fremont VW Casper","0","Medium","App Support","","Undecided","02/15/17 03:00 PM","002:FLM","","Michael Morales","210015","","0","Bill Rogalla","0","0","03/24/17 07:49 PM","03/27/17 04:23 PM",""
"Bug","34585","SF:160857 AutoLoad: MSRP Missing in XML","13","Critical","App Support","","Undecided","10/23/15 04:02 PM","002:FLM","","Tim Muir","160857","","0","James Daniel","0","0","02/10/17 05:26 PM","03/27/17 04:21 PM","35054,36279,"
"Bug","38718","SF:213984, Profit Max Issue - Missing Market Listings From Sister Store","0","Medium","App Support","","Undecided","03/07/17 11:16 PM","002:FLM","","Michael Morales","213984","","0","Michaela Baker","0","0","03/27/17 03:34 PM","03/27/17 04:18 PM",""
"Bug","38842","SF:217019, Lot Provider Colors taking priority over MAX AD Colors","0","Medium","App Support","","Undecided","03/24/17 01:34 PM","002:FLM","","Michael Morales","217019","","0","Bill Rogalla","0","0","03/24/17 04:14 PM","03/27/17 02:10 PM",""
"Bug","38721","SF:214090, Don Moore Market Listing Issues - Price Not Updating in Listing","0","Medium","V-MAX-PRODUCT","","Undecided","03/08/17 04:32 PM","002:FLM","","Michael Morales","214090","","0","Bill Hummel","0","0","03/20/17 10:04 PM","03/20/17 10:04 PM",""
"Internal Defect","38726","Non package items being considered packages","4","Medium","Tim Muir","HOTFIX","Undecided","03/08/17 10:25 PM","002:FLM","Tim Muir","Troy Hemstreet","","","0","Tim Muir","8","8","03/14/17 01:28 AM","03/14/17 01:30 AM",""
"Bug","38733","SF:214404, MAX Ad Issue Report - Extreme Slowness 3-9-17","0","Medium","App Support","","Undecided","03/09/17 08:23 PM","002:FLM","","Dan Webster","214404","","0","Bill Rogalla","0","0","03/13/17 08:24 PM","03/13/17 08:26 PM",""
"Bug","35146","SF:145910, USED BMW's DSR missing MSRP comparison","5","High","App Support","","Undecided","12/23/15 10:29 PM","002:FLM","","Bill Rogalla","145910","","0","Bill Rogalla","0","0","03/13/17 03:51 PM","03/13/17 04:17 PM","34776,"
"Bug","38683","SF:212778, Inquiry on Pushing Changes Faster to DSR","0","Medium","App Support","","Undecided","03/01/17 10:34 PM","002:FLM","","Michael Morales","212778","","0","Bill Rogalla","0","0","03/02/17 09:21 PM","03/03/17 04:30 PM",""
"Bug","38672","SF:212504, Extreme Slowness in FL/MAX - Specifically going from FL to MAX AD","0","Medium","App Support","","Undecided","02/28/17 06:11 PM","002:FLM","","Dan Webster","212504","","0","Bill Rogalla","0","0","03/01/17 03:35 PM","03/01/17 03:46 PM",""
"Bug","38643","SF:211556, Max DSR Issue - Send Link Via Email goes to old DSR","0","Medium","App Support","","Undecided","02/23/17 01:49 PM","002:FLM","","Michael Morales","211556","","0","Bill Rogalla","0","0","02/23/17 03:09 PM","03/01/17 02:26 PM",""
"Bug","38590","SF:210303, nl2462 - KBB Trim Differs From NADA & BB","0","Medium","App Support","","Undecided","02/16/17 04:01 PM","002:FLM","","Michael Morales","210303","","0","Bill Rogalla","0","0","02/24/17 08:28 PM","03/01/17 02:07 PM",""
"Bug","38631","SF:211257, Don Moore Hyundai - Matching Units Missing From Market Listings","0","Medium","App Support","","Undecided","02/21/17 07:14 PM","002:FLM","","Michael Morales","211257","","0","Bill Rogalla","0","0","02/27/17 03:31 PM","02/27/17 03:52 PM",""
"Bug","38561","SF:206097, Refresh of pricing in Market Listings","0","Medium","App Support","","Undecided","02/10/17 08:29 PM","002:FLM","","Michael Morales","206097","","1","Bill Rogalla","0","0","02/22/17 06:51 PM","02/23/17 02:04 PM",""
"Internal Defect","34725","Max: Portability, unable to transfer the cars with same stock number or same VIN","0","Medium","Inna Tulika","","Undecided","11/12/15 11:05 PM","002:FLM","","Inna Tulika","","","0","Kris Franken","0","0","01/31/17 03:51 PM","02/24/17 03:36 PM",""
"Bug","38611","SF:210123, URGENT App Support Issue - profitmax pricing summary issues","0","Medium","App Support","","Undecided","02/17/17 11:04 PM","002:FLM","","Michael Morales","210123","","0","Bill Rogalla","0","0","02/20/17 03:10 PM","02/23/17 02:07 PM",""
"Bug","38615","SF:209371, Inventory Management Effectiveness Report Blank","0","Medium","App Support","","Undecided","02/18/17 10:43 PM","002:FLM","","Michael Morales","209371","","0","Bill Rogalla","0","0","02/20/17 04:09 PM","02/23/17 02:05 PM",""
"Bug","38206","Firstlook: Performance Management Reports - Rendering Problem - IE11","0","Medium","Christopher Norton","","Undecided","12/08/16 05:26 PM","002:FLM","","Tim Muir","","","0","Christopher Norton","0","0","02/20/17 06:05 PM","02/20/17 06:05 PM",""
"Bug","38613","SF:210723, M4W Issue - NOT CERTIFIED unit showing Certified in M4W","0","Medium","App Support","","Undecided","02/18/17 09:50 PM","002:FLM","","Michael Morales","210723","","0","Bill Rogalla","0","0","02/20/17 03:05 PM","02/20/17 03:16 PM",""
"Bug","38614","SF:210246, East Bay BMW- Units Not Showing ""Closer"" When Data is Good","0","Medium","App Support","","Undecided","02/18/17 10:07 PM","002:FLM","","Michael Morales","210246","","0","Bill Rogalla","0","0","02/20/17 03:02 PM","02/20/17 03:15 PM",""
